gene	OMIMG	Disease	OMIMP	Inheritance
GDAP1	606598	Charcot-Marie-Tooth disease, axonal, with vocal cord paresis; Charcot-Marie-Tooth disease, recessive intermediate, A; Charcot-Marie-Tooth disease, axonal, type 2K; Charcot-Marie-Tooth disease, type 4A	607706; 608340; 607831; 214400	AR; AR, AD
GDAP2	618128	Spinocerebellar ataxia, autosomal recessive 27	618369	AR
GDE1	605943			
GDF1	602880	Congenital heart defects, multiple types, 6; Right atrial isomerism (Ivemark)	613854; 208530	AR; AD
GDF10	601361			
GDF11	603936	?Vertebral hypersegmentation and orofacial anomalies	619122	AD
GDF15	605312			
GDF2	605120	Telangiectasia, hereditary hemorrhagic, type 5	615506	AD
GDF3	606522	Klippel-Feil syndrome 3, autosomal dominant; Microphthalmia, isolated, with coloboma 6; Microphthalmia, isolated 7	613702; 613703; 613704	AD
GDF5	601146	Acromesomelic dysplasia 2A; Acromesomelic dysplasia 2B; Multiple synostoses syndrome 2; Symphalangism, proximal, 1B; Brachydactyly, type A2; ?Acromesomelic dysplasia 2C, Hunter-Thompson type; Brachydactyly, type C; {Osteoarthritis-5}; Brachydactyly, type A1, C	200700; 228900; 610017; 615298; 112600; 201250; 113100; 612400; 615072	AR; AD; AR, AD
GDF6	601147	Microphthalmia with coloboma 6, digenic; Microphthalmia, isolated 4; Leber congenital amaurosis 17; Multiple synostoses syndrome 4; Klippel-Feil syndrome 1, autosomal dominant	613703; 613094; 615360; 617898; 118100	AR; AD
GDF7	604651			
GDF9	601918	?Premature ovarian failure 14	618014	AR
GDI1	300104	Intellectual developmental disorder, X-linked 41	300849	XLD
GDI2	600767			
GDNF	600837	{Hirschsprung disease, susceptibility to, 3}	613711	AD
GDPD1	616317			
GDPD2	300940			
GDPD3	616318			
GDPD5	609632			
GDPGP1	619240			
GEM	600164			
GEMIN2	602595			
GEMIN4	606969	Neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities	617913	AR
GEMIN5	607005	Neurodevelopmental disorder with cerebellar atrophy and motor dysfunction	619333	AR
GEMIN6	607006			
GEMIN7	607419			
GEMIN8	300962			
GEN1	612449			
GET1	602915			
GET3	601913			
GET4	612056			
GFAP	137780	Alexander disease	203450	AD
GFER	600924	Myopathy, mitochondrial progressive, with congenital cataract and developmental delay	613076	AR
GFI1	600871	?Neutropenia, nonimmune chronic idiopathic, of adults; Neutropenia, severe congenital 2, autosomal dominant	607847; 613107	AD
GFI1B	604383	Bleeding disorder, platelet-type, 17	187900	AR, AD
GFM1	606639	Combined oxidative phosphorylation deficiency 1	609060	AR
GFM2	606544	Combined oxidative phosphorylation deficiency 39	618397	AR
GFOD1	619932			
GFOD2	619933			
GFPT1	138292	Myasthenia, congenital, 12, with tubular aggregates	610542	AR
GFPT2	603865			
GFRA1	601496	Renal hypodysplasia/aplasia 4	619887	AR
GFRA2	601956			
GFRA3	605710			
GFRA4	618679			
GFRAL	617837			
GFUS	137020			
GFY	618696			
GGA1	606004			
GGA2	606005			
GGA3	606006			
GGACT	613378			
GGCT	137170			
GGCX	137167	Vitamin K-dependent clotting factors, combined deficiency of, 1; Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency	277450; 610842	AR
GGH	601509			
GGN	609966	Spermatogenic failure 69	619826	AR
GGNBP1	609495			
GGNBP2	612275			
GGPS1	606982	Muscular dystrophy, congenital hearing loss, and ovarian insufficiency syndrome	619518	AR
GGT1	612346	?Glutathioninuria	231950	AR
GGT2P	137181	[Gamma-glutamyltransferase, familial high serum]	137181	
GGT5	137168			
GGT6	612341			
GGT7	612342			
GGTA1	104175			
GGTLC1	612338			
GGTLC2	612339			
GGTLC3	612340			
GH1	139250	Kowarski syndrome; Growth hormone deficiency, isolated, type II; Growth hormone deficiency, isolated, type IB; Growth hormone deficiency, isolated, type IA	262650; 173100; 612781; 262400	AR; AD
GH2	139240			
GHDC	608587			
GHET1	619888			
GHITM	619205			
GHR	600946	Laron dwarfism; Increased responsiveness to growth hormone; Growth hormone insensitivity, partial; {Hypercholesterolemia, familial, modifier of}	262500; 604271; 604271; 143890	AR; AD; AR, AD
GHRH	139190	Gigantism due to GHRF hypersecretion; ?Isolated growth hormone deficiency due to defect in GHRF	<NA>; <NA>	
GHRHR	139191	Growth hormone deficiency, isolated, type IV	618157	AR
GHRL	605353	{Obesity, susceptibility to}	601665	Multifactorial, AR, AD
GHRLOS	618445			
GHSR	601898	Growth hormone deficiency, isolated partial	615925	AR, AD
GID4	617699			
GID8	611625			
GIGYF1	612064			
GIGYF2	612003	{Parkinson disease 11}	607688	
GIMAP1	608084			
GIMAP2	608085			
GIMAP4	608087			
GIMAP5	608086	Portal hypertension, noncirrhotic, 2	619463	AR
GIMAP6	616960			
GIMAP7	616961			
GIMAP8	616962			
GINS1	610608	Immunodeficiency 55	617827	AR
GINS2	610609			
GINS3	610610			
GINS4	610611			
GIP	137240			
GIPC1	605072	Oculopharyngodistal myopathy 2	618940	AD
GIPC2	619089			
GIPC3	608792	Deafness, autosomal recessive 15	601869	AR
GIPR	137241			
GIT1	608434			
GIT2	608564			
GJA1	121014	Erythrokeratodermia variabilis et progressiva 3; Craniometaphyseal dysplasia, autosomal recessive; Oculodentodigital dysplasia; Hypoplastic left heart syndrome 1; Palmoplantar keratoderma with congenital alopecia; Syndactyly, type III; Oculodentodigital dysplasia, autosomal recessive; Atrioventricular septal defect 3	617525; 218400; 164200; 241550; 104100; 186100; 257850; 600309	AR; AD
GJA10	611924			
GJA3	121015	Cataract 14, multiple types	601885	AD
GJA4	121012			
GJA5	121013	Atrial fibrillation, familial, 11; Atrial standstill, digenic (GJA5/SCN5A)	614049; 108770	AD
GJA8	600897	Cataract 1, multiple types	116200	AD
GJA9	611923			
GJB1	304040	Charcot-Marie-Tooth neuropathy, X-linked dominant, 1	302800	XLD
GJB2	121011	Keratoderma, palmoplantar, with deafness; Deafness, autosomal recessive 1A; Deafness, autosomal dominant 3A; Hystrix-like ichthyosis with deafness; Bart-Pumphrey syndrome; Keratitis-ichthyosis-deafness syndrome; Vohwinkel syndrome	148350; 220290; 601544; 602540; 149200; 148210; 124500	AD; Digenic dominant, AR
GJB3	603324	Deafness, digenic, GJB2/GJB3; Deafness, autosomal recessive; Deafness, autosomal dominant 2B; Erythrokeratodermia variabilis et progressiva 1; Deafness, autosomal dominant, with peripheral neuropathy	220290; <NA>; 612644; 133200; <NA>	AD; Digenic dominant, AR; AR, AD
GJB4	605425	Erythrokeratodermia variabilis et progressiva 2	617524	AD
GJB5	604493			
GJB6	604418	Ectodermal dysplasia 2, Clouston type; Deafness, autosomal dominant 3B; Deafness, autosomal recessive 1B; Deafness, digenic GJB2/GJB6	129500; 612643; 612645; 220290	AR; AD; Digenic dominant, AR
GJB7	611921			
GJC1	608655			
GJC2	608803	Lymphatic malformation 3; ?Spastic paraplegia 44, autosomal recessive; Leukodystrophy, hypomyelinating, 2	613480; 613206; 608804	AR; AD
GJC3	611925			
GJD2	607058			
GJD3	607425			
GJD4	611922			
GK	300474	Glycerol kinase deficiency	307030	XLR
GK2	600148			
GKAP1	611356			
GKN1	606402			
GKN2	618589			
GLA	300644	Fabry disease, cardiac variant; Fabry disease	301500; 301500	X-linked
GLB1	611458	GM1-gangliosidosis, type I; GM1-gangliosidosis, type III; Mucopolysaccharidosis type IVB (Morquio); GM1-gangliosidosis, type II	230500; 230650; 253010; 230600	AR
GLCCI1	614283	{Glucocorticoid therapy, response to}	614400	
GLCE	612134			
GLDC	238300	Glycine encephalopathy	605899	AR
GLDN	608603	Lethal congenital contracture syndrome 11	617194	AR
GLE1	603371	Lethal congenital contracture syndrome 1; Congenital arthrogryposis with anterior horn cell disease	253310; 611890	AR
GLG1	600753			
GLI1	165220	Polydactyly, preaxial I; Polydactyly, postaxial, type A8	174400; 618123	AR
GLI2	165230	Culler-Jones syndrome; Holoprosencephaly 9	615849; 610829	AD
GLI3	165240	Greig cephalopolysyndactyly syndrome; Polydactyly, postaxial, types A1 and B; Pallister-Hall syndrome; Polydactyly, preaxial, type IV	175700; 174200; 146510; 174700	AD
GLI4	165280			
GLIPR1	602692			
GLIPR1L1	610395			
GLIPR1L2	610394			
GLIPR2	607141			
GLIS1	610378			
GLIS2	608539	Nephronophthisis 7	611498	
GLIS3	610192	Diabetes mellitus, neonatal, with congenital hypothyroidism	610199	AR
GLMN	601749	Glomuvenous malformations	138000	AD
GLMP	619958			
GLO1	138750			
GLP1R	138032			
GLP2R	603659			
GLRA1	138491	Hyperekplexia 1	149400	AR, AD
GLRA2	305990	Intellectual developmental disorder, X-linked syndromic, Pilorge type	301076	X-linked
GLRA3	600421			
GLRB	138492	Hyperekplexia 2	614619	AR
GLRX	600443			
GLRX2	606820			
GLRX3	612754			
GLRX5	609588	Anemia, sideroblastic, 3, pyridoxine-refractory; Spasticity, childhood-onset, with hyperglycinemia	616860; 616859	AR
GLS	138280	Global developmental delay, progressive ataxia, and elevated glutamine; ?Infantile cataract, skin abnormalities, glutamate excess, and impaired intellectual development; Developmental and epileptic encephalopathy 71	618412; 618339; 618328	AR; AD
GLS2	606365			
GLT6D1	613699			
GLT8D1	618399			
GLTP	608949			
GLUD1	138130	Hyperinsulinism-hyperammonemia syndrome	606762	AD
GLUD2	300144	{Parkinson disease, age of onset, modifier}	168600	Multifactorial, AD
GLUL	138290	Glutamine deficiency, congenital	610015	AR
GLYAT	607424			
GLYATL1	614761			
GLYATL2	614762			
GLYATL3	614763			
GLYCTK	610516	D-glyceric aciduria	220120	AR
GLYR1	610660			
GM2A	613109	GM2-gangliosidosis, AB variant	272750	AR
GMCL1	618627			
GMCL2	618629			
GMDS	602884			
GMEB1	604409			
GMEB2	607451			
GMFB	601713			
GMFG	604104			
GMIP	609694			
GML	602370			
GMNC	614448			
GMNN	602842	Meier-Gorlin syndrome 6	616835	AD
GMPPA	615495	Alacrima, achalasia, and impaired intellectual development syndrome	615510	AR
GMPPB	615320	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14; Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 14; Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14	615352; 615351; 615350	AR
GMPR	139265			
GMPR2	610781			
GMPS	600358			
GNA11	139313	Hypocalciuric hypercalcemia, type II; Hypocalcemia, autosomal dominant 2	145981; 615361	AD
GNA12	604394			
GNA13	604406			
GNA14	604397			
GNA15	139314			
GNAI1	139310	Neurodevelopmental disorder with hypotonia, impaired speech, and behavioral abnormalities	619854	AD
GNAI2	139360	Ventricular tachycardia, idiopathic; Pituitary adenoma, ACTH-secreting, somatic	192605; <NA>	AD
GNAI2P1	139180			
GNAI3	139370	Auriculocondylar syndrome 1	602483	AD
GNAL	139312	Dystonia 25	615073	AD
GNAO1	139311	Developmental and epileptic encephalopathy 17; Neurodevelopmental disorder with involuntary movements	615473; 617493	AD
GNAQ	600998	Capillary malformations, congenital, 1, somatic, mosaic; Sturge-Weber syndrome, somatic, mosaic	163000; 185300	
GNAS	139320	ACTH-independent macronodular adrenal hyperplasia; Pituitary adenoma 3, multiple types, somatic; Pseudohypoparathyroidism Ic; Pseudohypoparathyroidism Ia; Osseous heteroplasia, progressive; Pseudohypoparathyroidism Ib; McCune-Albright syndrome, somatic, mosaic; Pseudopseudohypoparathyroidism	219080; 617686; 612462; 103580; 166350; 603233; 174800; 612463	AD; Somatic mutation
GNAS-AS1	610540	Pseudohypoparathyroidism, type IB	603233	AD
GNAT1	139330	Night blindness, congenital stationary, autosomal dominant 3; Night blindness, congenital stationary, type 1G	610444; 616389	AR; AD
GNAT2	139340	Achromatopsia 4	613856	
GNAT3	139395			
GNAZ	139160			
GNB1	139380	Myelodysplastic syndrome, somatic; Leukemia, acute lymphoblastic, somatic; Intellectual developmental disorder, autosomal dominant 42	614286; 613065; 616973	AD
GNB1L	610778			
GNB2	139390	Neurodevelopmental disorder with hypotonia and dysmorphic facies; ?Sick sinus syndrome 4	619503; 619464	AD
GNB3	139130	Night blindness, congenital stationary, type 1H; {Hypertension, essential, susceptibility to}	617024; 145500	Multifactorial; AR
GNB4	610863	Charcot-Marie-Tooth disease, dominant intermediate F	615185	AD
GNB5	604447	Language delay and ADHD/cognitive impairment with or without cardiac arrhythmia; Intellectual developmental disorder with cardiac arrhythmia	617182; 617173	AR
GNE	603824	Sialuria; Nonaka myopathy	269921; 605820	AR; AD
GNG10	604389			
GNG11	604390			
GNG12	615405			
GNG12-AS1	615406			
GNG13	607298			
GNG2	606981			
GNG3	608941			
GNG4	604388			
GNG5	600874			
GNG7	604430			
GNGT1	189970			
GNGT2	139391			
GNL1	143024			
GNL2	609365			
GNL3	608011			
GNL3L	300873			
GNLY	188855			
GNMT	606628	Glycine N-methyltransferase deficiency	606664	AR
GNPAT	602744	Rhizomelic chondrodysplasia punctata, type 2	222765	AR
GNPDA1	601798			
GNPDA2	613222			
GNPNAT1	616510	?Rhizomelic dysplasia, Ain-Naz type	616510	
GNPTAB	607840	Mucolipidosis III alpha/beta; Mucolipidosis II alpha/beta	252600; 252500	AR
GNPTG	607838	Mucolipidosis III gamma	252605	AR
GNRH1	152760	?Hypogonadotropic hypogonadism 12 with or without anosmia	614841	AR
GNRH2	602352			
GNRHR	138850	Hypogonadotropic hypogonadism 7 without anosmia	146110	AR
GNS	607664	Mucopolysaccharidosis type IIID	252940	AR
GOLGA1	602502			
GOLGA2	602580			
GOLGA2P2Y	400035			
GOLGA3	602581			
GOLGA4	602509			
GOLGA5	606918			
GOLGA6A	610288			
GOLGA7	609453			
GOLGA7B	614189			
GOLGA8A	616180			
GOLGA8B	609619			
GOLGB1	602500			
GOLIM4	606805			
GOLM1	606804			
GOLPH3	612207			
GOLPH3L	612208			
GOLT1B	615078			
GON4L	610393			
GON7	617436	Galloway-Mowat syndrome 9	619603	AR
GOPC	606845			
GORAB	607983	Geroderma osteodysplasticum	231070	AR
GORASP1	606867			
GORASP2	608693			
GOSR1	604026			
GOSR2	604027	Epilepsy, progressive myoclonic 6	614018	AR
GOT1	138180	Aspartate aminotransferase, serum level of, QTL1	614419	
GOT2	138150	Developmental and epileptic encephalopathy 82	618721	AR
GP1BA	606672	Bernard-Soulier syndrome, type A1 (recessive); Bernard-Soulier syndrome, type A2 (dominant); von Willebrand disease, platelet-type; {Nonarteritic anterior ischemic optic neuropathy, susceptibility to}	231200; 153670; 177820; 258660	AR; AD
GP1BB	138720	Giant platelet disorder, isolated; Bernard-Soulier syndrome, type B	231200; 231200	AR
GP2	602977			
GP5	173511			
GP6	605546	Bleeding disorder, platelet-type, 11	614201	AR
GP9	173515	Bernard-Soulier syndrome, type C	231200	AR
GPA33	602171			
GPAA1	603048	Glycosylphosphatidylinositol biosynthesis defect 15	617810	AR
GPAM	602395			
GPANK1	142610			
GPAT2	616431			
GPAT3	610958			
GPAT4	608143			
GPATCH2	616836			
GPATCH3	617486			
GPATCH8	614396			
GPBAR1	610147			
GPBP1	608412			
GPC1	600395			
GPC2	618446			
GPC3	300037	Wilms tumor, somatic; Simpson-Golabi-Behmel syndrome, type 1	194070; 312870	XLR
GPC4	300168	Keipert syndrome	301026	XLR
GPC5	602446			
GPC6	604404	Omodysplasia 1	258315	AR
GPCPD1	614124			
GPD1	138420	Hypertriglyceridemia, transient infantile	614480	AR
GPD1L	611778	Brugada syndrome 2	611777	
GPD2	138430	{Type 2 diabetes mellitus, susceptibility to}	125853	AD
GPER1	601805			
GPHA2	609651			
GPHB5	609652			
GPHN	603930	Molybdenum cofactor deficiency C	615501	AR
GPI	172400	Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency	613470	AR
GPIHBP1	612757	Hyperlipoproteinemia, type 1D	615947	AR
GPKOW	301003			
GPLD1	602515			
GPM6A	601275			
GPM6B	300051			
GPN1	611479			
GPNMB	604368	Amyloidosis, primary localized cutaneous, 3	617920	AR
GPR101	300393	Pituitary adenoma 2, GH-secreting	300943	X-linked
GPR107	618490			
GPR108	618491			
GPR119	300513			
GPR12	600752			
GPR132	606167			
GPR135	607970			
GPR137B	604658			
GPR139	618448			
GPR141	609045			
GPR142	609046			
GPR143	300808	Ocular albinism, type I, Nettleship-Falls type; Nystagmus 6, congenital, X-linked	300500; 300814	XLR; X-linked
GPR15	601166			
GPR151	618487			
GPR153	614269			
GPR156	610464			
GPR158	614573			
GPR15LG	617775			
GPR161	612250	{Medulloblastoma predisposition syndrome}	155255	Somatic mutation, AR, AD
GPR17	603071			
GPR171	618925			
GPR173	300253			
GPR174	300903			
GPR176	612183			
GPR179	614515	Night blindness, congenital stationary (complete), 1E, autosomal recessive	614565	AR
GPR18	602042			
GPR180	607787			
GPR182	605307			
GPR183	605741			
GPR19	602927			
GPR20	601908			
GPR21	601909			
GPR22	601910			
GPR25	602174			
GPR26	604847			
GPR27	605187			
GPR3	600241			
GPR31	602043			
GPR32	603195			
GPR33	610118			
GPR34	300241			
GPR35	602646			
GPR37	602583			
GPR37L1	617630			
GPR39	602886			
GPR4	600551			
GPR42	603822			
GPR45	604838			
GPR50	300207			
GPR52	604106			
GPR55	604107			
GPR6	600553			
GPR61	606916			
GPR62	606917			
GPR63	606915			
GPR65	604620			
GPR68	601404	Amelogenesis imperfecta, hypomaturation type, IIA6	617217	AR
GPR75	606704			
GPR78	606921			
GPR82	300748			
GPR83	605569			
GPR84	606383			
GPR85	605188			
GPR87	606379			
GPR88	607468	?Chorea, childhood-onset, with psychomotor retardation	616939	AR
GPR89A	612821			
GPR89B	612806			
GPRASP1	300417			
GPRASP2	300969	?Deafness, X-linked 7	301018	XLR
GPRASP3	300921			
GPRC5A	604138			
GPRC5B	605948			
GPRC5C	605949			
GPRC5D	607437			
GPRC6A	613572			
GPRIN1	611239			
GPRIN2	611240			
GPRIN3	611241			
GPS1	601934			
GPS2	601935			
GPSM1	609491			
GPSM2	609245	Chudley-McCullough syndrome	604213	AR
GPSM3	618558			
GPT	138200			
GPT2	138210	Neurodevelopmental disorder with microcephaly and spastic paraplegia	616281	AR
GPX1	138320	Hemolytic anemia due to glutathione peroxidase deficiency	614164	AR
GPX2	138319			
GPX3	138321			
GPX4	138322	Spondylometaphyseal dysplasia, Sedaghatian type	250220	AR
GPX5	603435			
GPX6	607913			
GPX7	615784			
GPX8	617172			
GRAMD4	613691			
GRAP	604330	Deafness, autosomal recessive 114	618456	AR
GRAP2	604518			
GRB10	601523			
GRB14	601524			
GRB2	108355			
GRB7	601522			
GREB1	611736			
GREB1L	617782	Deafness, autosomal dominant 80; Renal hypodysplasia/aplasia 3	619274; 617805	AD
GREM1	603054			
GREM2	608832	Tooth agenesis, selective, 9	617275	AD
GRHL1	609786			
GRHL2	608576	Deafness, autosomal dominant 28; Ectodermal dysplasia/short stature syndrome; Corneal dystrophy, posterior polymorphous, 4	608641; 616029; 618031	AR; AD
GRHL3	608317	van der Woude syndrome 2	606713	AD
GRHPR	604296	Hyperoxaluria, primary, type II	260000	AR
GRIA1	138248	?Intellectual developmental disorder, autosomal recessive 76; Intellectual developmental disorder, autosomal dominant 67	619931; 619927	AR; AD
GRIA2	138247	Neurodevelopmental disorder with language impairment and behavioral abnormalities	618917	AD
GRIA3	305915	Intellectual developmental disorder, X-linked syndromic, Wu type	300699	XLR
GRIA4	138246	Neurodevelopmental disorder with or without seizures and gait abnormalities	617864	AD
GRID1	610659			
GRID2	602368	Spinocerebellar ataxia, autosomal recessive 18	616204	AR
GRID2IP	610639			
GRIFIN	619187			
GRIK1	138245			
GRIK2	138244	Neurodevelopmental disorder with impaired language and ataxia and with or without seizures; Intellectual developmental disorder, autosomal recessive 6	619580; 611092	AR; AD
GRIK3	138243			
GRIK4	600282			
GRIK5	600283			
GRIN1	138249	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive; Developmental and epileptic encephalopathy 101; Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant	617820; 619814; 614254	AR; AD
